Curve Start Month,Curve Update Date,ARRs,Capacity Price,DA-RSG,DA-RT Admin,FTR Admin,LBA Admin,RT-RSG,Real-Time Distribution of Losses,Regulation Reserve,Revenue Neutrality Adjustment,Spinning Reserve,Supplemental Reserve,Local Balancing Authority Cost Recovery Schedule 24,NITS Schedule 9,Schedule 10,Blackstart ,Network Upgrade Charge ,Reactive Supply ,Schedule 41 ,Schedule 42-B ,Schedule 45 ,"Scheduling, System Control and Dispatch Service "
2025-05-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.42083,0.0663,0.29854,0.02861,0.04183,0.03922,-0.26111,0.08,0.40594,0.0505,0.01184,0.01366,5.59292,0.25735,0.0,0.51293,0.0,0.0,0.05007,0.0,0.05197
2025-06-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.92542,0.06728,0.31783,0.02894,0.04205,0.04152,-0.25926,0.05,0.4093,0.0465,0.01191,0.01387,5.77935,0.24331,0.0,0.51257,0.0,0.0,0.04782,0.0,0.05022
2025-07-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.92542,0.06638,0.27348,0.02936,0.04226,0.04003,-0.25457,0.04,0.40287,0.0365,0.01159,0.01393,5.59292,0.2372,0.0,0.5122,0.0,0.0,0.04741,0.0,0.05315
2025-08-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.92542,0.06665,0.25766,0.02973,0.04223,0.04004,-0.25831,0.04,0.40671,0.036,0.01088,0.01343,5.59292,0.23989,0.0,0.51189,0.0,0.0,0.04929,0.0,0.05178
2025-09-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06677,0.24502,0.02996,0.0422,0.0402,-0.25738,0.05,0.4062,0.0364,0.01065,0.01295,5.77935,0.18694,0.0,0.51158,0.0,0.0,0.04865,0.0,0.05171
2025-10-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.0666,0.24113,0.02998,0.04241,0.04045,-0.25675,0.06,0.40627,0.0566,0.01065,0.01311,5.59292,0.2003,0.0,0.51121,0.0,0.0,0.04829,0.0,0.05221
2025-11-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06668,0.26288,0.03008,0.04261,0.04018,-0.25748,0.05,0.40552,0.0485,0.0111,0.01357,5.77935,0.16433,0.0,0.5109,0.0,0.0,0.04841,0.0,0.0519
2025-12-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06668,0.26057,0.03021,0.04281,0.04022,-0.25721,0.02,0.40618,0.0372,0.01227,0.01407,5.59292,0.16954,0.0,0.51054,0.0,0.0,0.04866,0.0,0.05194
2026-01-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06665,0.27121,0.03039,0.043,0.04026,-0.25715,0.05,0.40604,0.0263,0.01335,0.01416,5.59292,0.16772,0.0,0.51023,0.0,0.0,0.0485,0.0,0.05202
2026-02-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06667,0.26395,0.03046,0.04319,0.04028,-0.25728,0.04,0.406,0.0525,0.01413,0.01381,6.19217,0.17272,0.0,0.5107,0.0,0.0,0.04846,0.0,0.05196
2026-03-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06667,0.30179,0.03056,0.04336,0.04023,-0.25721,0.04,0.40593,0.041,0.01427,0.01401,5.59292,0.19188,0.0,0.51098,0.0,0.0,0.04851,0.0,0.05197
2026-04-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06556,0.25432,0.02855,0.0416,0.03938,-0.24333,0.07,0.40875,0.0547,0.01104,0.0149,5.77935,0.20706,0.0,0.51336,0.0,0.0,0.05187,0.0,0.05726
2026-05-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.0663,0.29854,0.02861,0.04183,0.03922,-0.26111,0.08,0.40594,0.0505,0.01184,0.01366,5.59292,0.18506,0.0,0.51293,0.0,0.0,0.05007,0.0,0.05197
2026-06-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06728,0.31783,0.02894,0.04205,0.04152,-0.25926,0.05,0.4093,0.0465,0.01191,0.01387,5.77935,0.17294,0.0,0.51257,0.0,0.0,0.04782,0.0,0.05022
2026-07-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06638,0.27348,0.02936,0.04226,0.04003,-0.25457,0.04,0.40287,0.0365,0.01159,0.01393,5.59292,0.16147,0.0,0.5122,0.0,0.0,0.04741,0.0,0.05315
2026-08-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06665,0.25766,0.02973,0.04223,0.04004,-0.25831,0.04,0.40671,0.036,0.01088,0.01343,5.59292,0.1727,0.0,0.51189,0.0,0.0,0.04929,0.0,0.05178
2026-09-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06677,0.24502,0.02996,0.0422,0.0402,-0.25738,0.05,0.4062,0.0364,0.01065,0.01295,5.77935,0.20158,0.0,0.51158,0.0,0.0,0.04865,0.0,0.05171
2026-10-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.0666,0.24113,0.02998,0.04241,0.04045,-0.25675,0.06,0.40627,0.0566,0.01065,0.01311,5.59292,0.21595,0.0,0.51121,0.0,0.0,0.04829,0.0,0.05221
2026-11-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06668,0.26288,0.03008,0.04261,0.04018,-0.25748,0.05,0.40552,0.0485,0.0111,0.01357,5.77935,0.17047,0.0,0.5109,0.0,0.0,0.04841,0.0,0.0519
2026-12-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06668,0.26057,0.03021,0.04281,0.04022,-0.25721,0.02,0.40618,0.0372,0.01227,0.01407,5.59292,0.17162,0.0,0.51054,0.0,0.0,0.04866,0.0,0.05194
2027-01-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06665,0.27121,0.03039,0.043,0.04026,-0.25715,0.05,0.40604,0.0263,0.01335,0.01416,5.59292,0.15957,0.0,0.51023,0.0,0.0,0.0485,0.0,0.05202
2027-02-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06667,0.26395,0.03046,0.04319,0.04028,-0.25728,0.04,0.406,0.0525,0.01413,0.01381,6.19217,0.18267,0.0,0.5107,0.0,0.0,0.04846,0.0,0.05196
2027-03-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06667,0.30179,0.03056,0.04336,0.04023,-0.25721,0.04,0.40593,0.041,0.01427,0.01401,5.59292,0.18713,0.0,0.51098,0.0,0.0,0.04851,0.0,0.05197
2027-04-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06556,0.25432,0.02855,0.0416,0.03938,-0.24333,0.07,0.40875,0.0547,0.01104,0.0149,5.77935,0.19911,0.0,0.51336,0.0,0.0,0.05187,0.0,0.05726
2027-05-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.0663,0.29854,0.02861,0.04183,0.03922,-0.26111,0.08,0.40594,0.0505,0.01184,0.01366,5.59292,0.17685,0.0,0.51293,0.0,0.0,0.05007,0.0,0.05197
2027-06-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06728,0.31783,0.02894,0.04205,0.04152,-0.25926,0.05,0.4093,0.0465,0.01191,0.01387,5.77935,0.16689,0.0,0.51257,0.0,0.0,0.04782,0.0,0.05022
2027-07-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06638,0.27348,0.02936,0.04226,0.04003,-0.25457,0.04,0.40287,0.0365,0.01159,0.01393,5.59292,0.17325,0.0,0.5122,0.0,0.0,0.04741,0.0,0.05315
2027-08-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06665,0.25766,0.02973,0.04223,0.04004,-0.25831,0.04,0.40671,0.036,0.01088,0.01343,5.59292,0.17616,0.0,0.51189,0.0,0.0,0.04929,0.0,0.05178
2027-09-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06677,0.24502,0.02996,0.0422,0.0402,-0.25738,0.05,0.4062,0.0364,0.01065,0.01295,5.77935,0.20517,0.0,0.51158,0.0,0.0,0.04865,0.0,0.05171
2027-10-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.0666,0.24113,0.02998,0.04241,0.04045,-0.25675,0.06,0.40627,0.0566,0.01065,0.01311,5.59292,0.20954,0.0,0.51121,0.0,0.0,0.04829,0.0,0.05221
2027-11-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06668,0.26288,0.03008,0.04261,0.04018,-0.25748,0.05,0.40552,0.0485,0.0111,0.01357,5.77935,0.18649,0.0,0.5109,0.0,0.0,0.04841,0.0,0.0519
2027-12-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06668,0.26057,0.03021,0.04281,0.04022,-0.25721,0.02,0.40618,0.0372,0.01227,0.01407,5.59292,0.17771,0.0,0.51054,0.0,0.0,0.04866,0.0,0.05194
2028-01-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06665,0.27121,0.03039,0.043,0.04026,-0.25715,0.05,0.40604,0.0263,0.01335,0.01416,5.59292,0.16572,0.0,0.51023,0.0,0.0,0.0485,0.0,0.05202
2028-02-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06667,0.26395,0.03046,0.04319,0.04028,-0.25728,0.04,0.406,0.0525,0.01413,0.01381,5.97864,0.17218,0.0,0.5107,0.0,0.0,0.04846,0.0,0.05196
2028-03-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06667,0.30179,0.03056,0.04336,0.04023,-0.25721,0.04,0.40593,0.041,0.01427,0.01401,5.59292,0.19451,0.0,0.51098,0.0,0.0,0.04851,0.0,0.05197
2028-04-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06556,0.25432,0.02855,0.0416,0.03938,-0.24333,0.07,0.40875,0.0547,0.01104,0.0149,5.77935,0.20832,0.0,0.51336,0.0,0.0,0.05187,0.0,0.05726
2028-05-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.0663,0.29854,0.02861,0.04183,0.03922,-0.26111,0.08,0.40594,0.0505,0.01184,0.01366,5.59292,0.18496,0.0,0.51293,0.0,0.0,0.05007,0.0,0.05197
2028-06-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06728,0.31783,0.02894,0.04205,0.04152,-0.25926,0.05,0.4093,0.0465,0.01191,0.01387,5.77935,0.18935,0.0,0.51257,0.0,0.0,0.04782,0.0,0.05022
2028-07-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06638,0.27348,0.02936,0.04226,0.04003,-0.25457,0.04,0.40287,0.0365,0.01159,0.01393,5.59292,0.28469,0.0,0.5122,0.0,0.0,0.04741,0.0,0.05315
2028-08-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06665,0.25766,0.02973,0.04223,0.04004,-0.25831,0.04,0.40671,0.036,0.01088,0.01343,5.59292,0.10016,0.0,0.51189,0.0,0.0,0.04929,0.0,0.05178
2028-09-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06677,0.24502,0.02996,0.0422,0.0402,-0.25738,0.05,0.4062,0.0364,0.01065,0.01295,5.77935,0.19312,0.0,0.51158,0.0,0.0,0.04865,0.0,0.05171
2028-10-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.0666,0.24113,0.02998,0.04241,0.04045,-0.25675,0.06,0.40627,0.0566,0.01065,0.01311,5.59292,0.21701,0.0,0.51121,0.0,0.0,0.04829,0.0,0.05221
2028-11-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06668,0.26288,0.03008,0.04261,0.04018,-0.25748,0.05,0.40552,0.0485,0.0111,0.01357,5.77935,0.18608,0.0,0.5109,0.0,0.0,0.04841,0.0,0.0519
2028-12-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06668,0.26057,0.03021,0.04281,0.04022,-0.25721,0.02,0.40618,0.0372,0.01227,0.01407,5.59292,0.17204,0.0,0.51054,0.0,0.0,0.04866,0.0,0.05194
2029-01-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06665,0.27121,0.03039,0.043,0.04026,-0.25715,0.05,0.40604,0.0263,0.01335,0.01416,0.0,0.16593,0.0,0.51023,0.0,0.0,0.0485,0.0,0.05202
2029-02-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06667,0.26395,0.03046,0.04319,0.04028,-0.25728,0.04,0.406,0.0525,0.01413,0.01381,0.0,0.16861,0.0,0.5107,0.0,0.0,0.04846,0.0,0.05196
2029-03-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06667,0.30179,0.03056,0.04336,0.04023,-0.25721,0.04,0.40593,0.041,0.01427,0.01401,0.0,0.19766,0.0,0.51098,0.0,0.0,0.04851,0.0,0.05197
2029-04-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06556,0.25432,0.02855,0.0416,0.03938,-0.24333,0.07,0.40875,0.0547,0.01104,0.0149,0.0,0.21103,0.0,0.51336,0.0,0.0,0.05187,0.0,0.05726
2029-05-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.0663,0.29854,0.02861,0.04183,0.03922,-0.26111,0.08,0.40594,0.0505,0.01184,0.01366,0.0,0.17505,0.0,0.51293,0.0,0.0,0.05007,0.0,0.05197
2029-06-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06728,0.31783,0.02894,0.04205,0.04152,-0.25926,0.05,0.4093,0.0465,0.01191,0.01387,0.0,0.18027,0.0,0.51257,0.0,0.0,0.04782,0.0,0.05022
2029-07-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06638,0.27348,0.02936,0.04226,0.04003,-0.25457,0.04,0.40287,0.0365,0.01159,0.01393,0.0,0.17844,0.0,0.5122,0.0,0.0,0.04741,0.0,0.05315
2029-08-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.18292,0.06665,0.25766,0.02973,0.04223,0.04004,-0.25831,0.04,0.40671,0.036,0.01088,0.01343,0.0,0.18345,0.0,0.51189,0.0,0.0,0.04929,0.0,0.05178
2029-09-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06677,0.24502,0.02996,0.0422,0.0402,-0.25738,0.05,0.4062,0.0364,0.01065,0.01295,0.0,0.20261,0.0,0.51158,0.0,0.0,0.04865,0.0,0.05171
2029-10-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.0666,0.24113,0.02998,0.04241,0.04045,-0.25675,0.06,0.40627,0.0566,0.01065,0.01311,0.0,0.21779,0.0,0.51121,0.0,0.0,0.04829,0.0,0.05221
2029-11-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,0.99125,0.06668,0.26288,0.03008,0.04261,0.04018,-0.25748,0.05,0.40552,0.0485,0.0111,0.01357,0.0,0.19579,0.0,0.5109,0.0,0.0,0.04841,0.0,0.0519
2029-12-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06668,0.26057,0.03021,0.04281,0.04022,-0.25721,0.02,0.40618,0.0372,0.01227,0.01407,0.0,0.18367,0.0,0.51054,0.0,0.0,0.04866,0.0,0.05194
2030-01-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06665,0.27121,0.03039,0.043,0.04026,-0.25715,0.05,0.40604,0.0263,0.01335,0.01416,0.0,0.17219,0.0,0.51023,0.0,0.0,0.0485,0.0,0.05202
2030-02-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.05542,0.06667,0.26395,0.03046,0.04319,0.04028,-0.25728,0.04,0.406,0.0525,0.01413,0.01381,0.0,0.18342,0.0,0.5107,0.0,0.0,0.04846,0.0,0.05196
2030-03-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06667,0.30179,0.03056,0.04336,0.04023,-0.25721,0.04,0.40593,0.041,0.01427,0.01401,0.0,0.21231,0.0,0.51098,0.0,0.0,0.04851,0.0,0.05197
2030-04-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.06556,0.25432,0.02855,0.0416,0.03938,-0.24333,0.07,0.40875,0.0547,0.01104,0.0149,0.0,0.22668,0.0,0.51336,0.0,0.0,0.05187,0.0,0.05726
2030-05-01 00:00:00+00:00,2025-04-30 12:00:00+00:00,0.0,1.11833,0.0663,0.29854,0.02861,0.04183,0.03922,-0.26111,0.08,0.40594,0.0505,0.01184,0.01366,0.0,0.18119,0.0,0.51293,0.0,0.0,0.05007,0.0,0.05197
,,,,,,,,,,,,,,,,,,,,,,,
